amino_acid,NH3_frac,source_batch,ratio_snap,X_eq,log10_X_eq,formation_call,n_eq_mol,HCN_mol,C2H2_mol,yield_fraction_HCN,yield_pct_HCN
glutamicacid,0.0974999999999999,B_nh3,2.083333333333333,0.0076980647920453,-2.1136184379141576,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamicacid,0.1033333333333333,B_nh3,2.083333333333333,0.0076579451180599,-2.11588775042097,significant,0.0085714285714284,0.02,0.0416666666666666,0.42857142857142,42.857142857142
glutamicacid,0.1091666666666666,B_nh3,2.083333333333333,0.0076182414559305,-2.118145266734611,significant,0.0085714285714284,0.02,0.0416666666666666,0.42857142857142,42.857142857142
glutamicacid,0.1149999999999999,B_nh3,2.083333333333333,0.007578947368421,-2.120391108857582,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamicacid,0.1208333333333333,B_nh3,2.083333333333333,0.0075400565504241,-2.122625396909399,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamicacid,0.1266666666666666,B_nh3,2.083333333333333,0.0075015628255886,-2.124848249165138,significant,0.0085714285714284,0.02,0.0416666666666666,0.42857142857142,42.857142857142
glutamicacid,0.1324999999999999,B_nh3,2.083333333333333,0.0074634601430496,-2.127059782093,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamicacid,0.1383333333333333,B_nh3,2.083333333333333,0.0074257425742574,-2.129260110390944,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamicacid,0.1441666666666666,B_nh3,2.083333333333333,0.0073884043099025,-2.1314493470223725,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamicacid,0.15,B_nh3,2.083333333333333,0.0073514396569328,-2.133627603250932,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
glutamine,0.01,B_nh3,2.083333333333333,0.0083546066372708,-2.078073993321082,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamine,0.0158333333333333,B_nh3,2.083333333333333,0.0083073727933541,-2.080536300132591,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
glutamine,0.0216666666666666,B_nh3,2.083333333333333,0.0082606700321248,-2.082984725142951,significant,0.0085714285714285,0.02,0.0416666666666666,0.42857142857142505,42.857142857142506
